# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,174.40917222007405,-90.0,0.34958285448824233,2.8605521900206163,0.0,0.0
 0.06615044027377075,0.010939701871034277,0.16537610068442687,2.5,174.40917222007405,-90.54,0.34958285448824233,2.8605521900206163,0.0,0.0
 0.09347102008960426,0.02184207899147801,0.3990536509084377,8.553169508085773,174.1904277926178,-91.08,0.3507062587940673,2.851389089657491,-8.006580714274559,-293.0604243484754
 0.11438081509176194,0.03270742715263959,0.5196295879534153,5.766481069400028,173.97172744934903,-91.62,0.35180347028847836,2.842496121996754,-10.459229430333362,-117.29664091903875
 0.13196369260525995,0.04353604041503884,0.6158612692425544,5.47303370652864,173.75308630942453,-92.16,0.35287401884283415,2.8338725624495127,-12.434889554149702,-112.36273029256263
 0.14741534667687003,0.054328211089654445,0.6984475982053254,5.344821245675573,173.53451959671762,-92.7,0.353917438119972,2.825517740273134,-14.14519841655712,-110.68775255264319
 0.16134959525122405,0.06508422971933456,0.771912354820235,5.272243868974855,173.31604263696838,-93.24,0.35493326593856295,2.8174310383549526,-15.679134657561823,-110.08388667817454
 0.17413142744532947,0.07580438506037011,0.8387025567413845,5.225401249748141,173.0976708549096,-93.78,0.35592104439224603,2.809611894985172,-17.084544589739497,-109.95371483798745
 0.18599888608724577,0.08648896406424059,0.900325783831439,5.192622022072952,172.8794197713428,-94.32,0.3568803200310785,2.8020598051271537,-18.390717857314122,-110.06343539813749
 0.19711747954916678,0.09713825185954048,0.9577909140910312,5.168381275599197,172.66130500016604,-94.86,0.3578106442698183,2.794774319921905,-19.617119010937614,-110.30182530044611
 0.2076078338927466,0.10775253173409566,1.0118132836047826,5.149718278755146,172.4433422453794,-95.4,0.3587115733521678,2.787755049704634,-20.77744446449813,-110.60879504710408
 0.217561104168248,0.11833208511726816,1.0629223451524867,5.134901407580777,172.2255472980386,-95.94,0.3595826686660484,2.7810016642618556,-21.881747537477203,-110.948767833338
 0.22704818128536644,0.12887719156248156,1.1115232136340356,5.122849522731685,172.00793603319642,-96.48,0.3604234970330513,2.774513893327822,-22.937651096937095,-111.29914371146256
 0.23612549945309613,0.13938812872993528,1.1579342018461585,5.112852425633397,171.79052440679317,-97.02,0.361233630704119,2.768291529365063,-23.951085814768476,-111.64472800283576
 0.24483886323013437,0.14986517236956112,1.2024109067080744,5.104424192540023,171.57332845253927,-97.56,0.36201264771576314,2.762334427567175,-24.92676305174579,-111.97480811583381
 0.2532260620901343,0.1603085963041914,1.2451623133006695,5.097221051534173,171.3563642787503,-98.10000000000001,0.3627601320192199,2.756642507636472,-25.868490471079806,-112.2815179481773
 0.2613187114716165,0.1707186724129649,1.2863619339043797,5.090992907462943,171.13964806518106,-98.64,0.36347567367525924,2.751215755069848,-26.77938995666351,-112.55887196448285
 0.2691435829552571,0.18109567061498344,1.3261557360671896,5.085553449153332,170.92319605982803,-99.18,0.36415886898217786,2.7460542229686586,-27.662052444636135,-112.80217059385633
 0.27672358689002674,0.1914398588532055,1.3646679246132087,5.080761023007234,170.7070245757129,-99.72,0.36480932067102717,2.741158033354544,-28.518650646546035,-113.00761969009854
 0.2840785124423226,0.2017515030786071,1.402005248330872,5.076506002974903,170.49114998765253,-100.26,0.3654266381019816,2.7365273785019593,-29.35102286562035,-113.17207946645875
 0.2912255945033699,0.21203086723460313,1.4382602673642364,5.0727022194078035,170.2755887290275,-100.80000000000001,0.3660104373572421,2.7321625230702273,-30.16073647731792,-113.29289418833352
 0.29817995455210583,0.22227821324173982,1.4735138726386894,5.069281001759578,170.0603572885213,-101.34,0.3665603414011656,2.7280638057503186,-30.949136800210503,-113.36777465755311
 0.30495494813671464,0.2324938009826659,1.5078372567220542,5.066186949806034,169.84547220686733,-101.88000000000001,0.36707598024022825,2.724231640941373,-31.71738525953824,-113.39471391869837
 0.31156244208016487,0.24267788828739031,1.5412934755421976,5.06337487502466,169.63095007358868,-102.42,0.36755699111873824,2.720666520194015,-32.46648958207574,-113.37192723120967
 0.31801303804645265,0.25283073091883645,1.5739387003165468,5.06080755095502,169.41680752373725,-102.96000000000001,0.3680030185717901,2.7173690147460565,-33.19732796327309,-113.29780767806157
 0.3243162546396251,0.2629525825586855,1.605823231715193,5.058454033323722,169.2030612346139,-103.50000000000001,0.3684137142903423,2.714339779468449,-33.910668618757725,-113.17089377149384
 0.33048067707116674,0.27304369479354207,1.6369923292769768,5.056288388397937,168.98972792254793,-104.04,0.3687887378552586,2.711579550437567,-34.60718573964752,-112.98984270219837
 0.3365140811920923,0.28310431710139533,1.6674868956581497,5.0542887182724945,168.77682433960555,-104.58000000000001,0.36912775623892113,2.7090891516506317,-35.28747265643487,-112.7534146814268
 0.34242353706391976,0.29313469683841414,1.697344045640026,5.052436405222397,168.56436727037962,-105.12,0.36943044420954385,2.7068694951215013,-35.95205274969329,-112.46045451100021
 0.3482154960515412,0.3031350792260523,1.7265975827886573,5.0507155197666345,168.35237352872926,-105.66000000000001,0.36969648429571234,2.704921584269439,-36.60138859812702,-112.1098836890075
 0.35389586453560395,0.31310570733850646,1.7552784014678615,5.049112352424505,168.14085995461,-106.20000000000002,0.3699255668941584,2.703246516308282,-37.23588966326845,-111.70068753842862
